date,city,province,country,lat/long,confirmed,recovered,dead,daily_diff_confirm,daily_diff_recover,daily_diff_dead
2/11/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/12/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/13/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/14/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/15/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/16/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/17/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/18/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/19/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/20/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/21/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/22/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/23/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/24/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/25/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/26/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/27/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/28/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
2/29/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/1/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/2/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/3/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/4/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/5/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/6/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/7/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/8/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/9/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/10/20,,,Honduras,"15.2,-86.2419",0,0,0,0,0,0
3/11/20,,,Honduras,"15.2,-86.2419",2,0,0,2,0,0
3/12/20,,,Honduras,"15.2,-86.2419",2,0,0,0,0,0
1/22/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,-1,-1,-1
1/23/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
1/24/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
1/25/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
1/26/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
1/27/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
1/28/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
1/29/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
1/30/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
1/31/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/1/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/2/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/3/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/4/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/5/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/6/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/7/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/8/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/9/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/10/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/11/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/12/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/13/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/14/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/15/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/16/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/17/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/18/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/19/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/20/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/21/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/22/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/23/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/24/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/25/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/26/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/27/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/28/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
2/29/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
3/1/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
3/2/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
3/3/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
3/4/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
3/5/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
3/6/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
3/7/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
3/8/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
3/9/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",0,0,0,0,0,0
3/10/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",1,0,0,1,0,0
3/11/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",2,0,0,1,0,0
3/12/20,Channel Islands,,United Kingdom,"49.3723,-2.3644",2,0,0,0,0,0
1/22/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,-1,-1,-1
1/23/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
1/24/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
1/25/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
1/26/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
1/27/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
1/28/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
1/29/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
1/30/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
1/31/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/1/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/2/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/3/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/4/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/5/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/6/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/7/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/8/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/9/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/10/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/11/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/12/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/13/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/14/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/15/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/16/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/17/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/18/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/19/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/20/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/21/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/22/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/23/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/24/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/25/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/26/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/27/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/28/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
2/29/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/1/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/2/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/3/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/4/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/5/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/6/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/7/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/8/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/9/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/10/20,New Brunswick,,Canada,"46.5653,-66.4619",0,0,0,0,0,0
3/11/20,New Brunswick,,Canada,"46.5653,-66.4619",1,0,0,1,0,0
3/12/20,New Brunswick,,Canada,"46.5653,-66.4619",1,0,0,0,0,0
1/22/20,Tibet,,China,"31.6927,88.0924",0,0,0,-1,-1,-1
1/23/20,Tibet,,China,"31.6927,88.0924",0,0,0,0,0,0
1/24/20,Tibet,,China,"31.6927,88.0924",0,0,0,0,0,0
1/25/20,Tibet,,China,"31.6927,88.0924",0,0,0,0,0,0
1/26/20,Tibet,,China,"31.6927,88.0924",0,0,0,0,0,0
1/27/20,Tibet,,China,"31.6927,88.0924",0,0,0,0,0,0
1/28/20,Tibet,,China,"31.6927,88.0924",0,0,0,0,0,0
1/29/20,Tibet,,China,"31.6927,88.0924",0,0,0,0,0,0
1/30/20,Tibet,,China,"31.6927,88.0924",1,0,0,1,0,0
1/31/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/1/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/2/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/3/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/4/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/5/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/6/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/7/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/8/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/9/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/10/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/11/20,Tibet,,China,"31.6927,88.0924",1,0,0,0,0,0
2/12/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,1,0
2/13/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/14/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/15/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/16/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/17/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/18/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/19/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/20/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/21/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/22/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/23/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/24/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/25/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/26/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/27/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/28/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
2/29/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/1/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/2/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/3/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/4/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/5/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/6/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/7/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/8/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/9/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/10/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/11/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
3/12/20,Tibet,,China,"31.6927,88.0924",1,1,0,0,0,0
1/22/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,-1,-1,-1
1/23/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
1/24/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
1/25/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
1/26/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
1/27/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
1/28/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
1/29/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
1/30/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
1/31/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/1/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/2/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/3/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/4/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/5/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/6/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/7/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/8/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/9/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/10/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/11/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/12/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/13/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/14/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/15/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/16/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/17/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/18/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/19/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/20/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/21/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/22/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/23/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/24/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/25/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/26/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/27/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/28/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
2/29/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/1/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/2/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/3/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/4/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/5/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/6/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/7/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/8/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/9/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/10/20,,,Congo (Kinshasa),"-4.0383,21.7587",0,0,0,0,0,0
3/11/20,,,Congo (Kinshasa),"-4.0383,21.7587",1,0,0,1,0,0
3/12/20,,,Congo (Kinshasa),"-4.0383,21.7587",1,0,0,0,0,0
1/22/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,-1,-1,-1
1/23/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
1/24/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
1/25/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
1/26/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
1/27/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
1/28/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
1/29/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
1/30/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
1/31/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/1/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/2/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/3/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/4/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/5/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/6/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/7/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/8/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/9/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/10/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/11/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/12/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/13/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/14/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/15/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/16/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/17/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/18/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/19/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/20/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/21/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/22/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/23/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/24/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/25/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/26/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/27/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/28/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
2/29/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/1/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/2/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/3/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/4/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/5/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/6/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/7/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/8/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/9/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/10/20,,,Cote d'Ivoire,"7.54,-5.5471",0,0,0,0,0,0
3/11/20,,,Cote d'Ivoire,"7.54,-5.5471",1,0,0,1,0,0
3/12/20,,,Cote d'Ivoire,"7.54,-5.5471",1,0,0,0,0,0
1/22/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,-1,-1,-1
1/23/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
1/24/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
1/25/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
1/26/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
1/27/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
1/28/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
1/29/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
1/30/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
1/31/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/1/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/2/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/3/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/4/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/5/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/6/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/7/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/8/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/9/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/10/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/11/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/12/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/13/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/14/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/15/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/16/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/17/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/18/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/19/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/20/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/21/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/22/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/23/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/24/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/25/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/26/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/27/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/28/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
2/29/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
3/1/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
3/2/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
3/3/20,Saint Barthelemy,,France,"17.9,-62.8333",0,0,0,0,0,0
3/4/20,Saint Barthelemy,,France,"17.9,-62.8333",3,0,0,3,0,0
3/5/20,Saint Barthelemy,,France,"17.9,-62.8333",3,0,0,0,0,0
3/6/20,Saint Barthelemy,,France,"17.9,-62.8333",3,0,0,0,0,0
3/7/20,Saint Barthelemy,,France,"17.9,-62.8333",3,0,0,0,0,0
3/8/20,Saint Barthelemy,,France,"17.9,-62.8333",3,0,0,0,0,0
3/9/20,Saint Barthelemy,,France,"17.9,-62.8333",1,0,0,-2,0,0
3/10/20,Saint Barthelemy,,France,"17.9,-62.8333",1,0,0,0,0,0
3/11/20,Saint Barthelemy,,France,"17.9,-62.8333",1,0,0,0,0,0
3/12/20,Saint Barthelemy,,France,"17.9,-62.8333",1,0,0,0,0,0
