,country,countrystd,date,date1,date2,lat,lon,text,source,alltext
143,Brazil,Brazil,20.03.2020,2020-03-20,20200320,-10.78085882890515,-53.09248236238703," As of 19 March, all land borders with neighbouring countries of Brazil, except Uruguay, are closed. These countries include Argentina, Bolivia, Colombia, Guyana, French Guyana, Paraguay, Peru, Suriname, and Venezuela. Brazilian nationals and residents are exempt from these restrictions, as well as humanitarian aid and cargo trucks. Effective March 23 and for the next 30 days, travelers coming from China, EU, UK, Ireland, Switzerland, Iceland, Norway, Australia, Japan, Malaysia and Korea (Rep.) are not allowed entry. Exceptions include Citizens and residents, family members of Brazilians, diplomtas and persons traveling on behalf of the Brazilian government. All-cargo operations are permitted. Airlines must deliver the General Declaration for all international flights arriving to Brazil to the airport´s health authority. Ministry of Health recommended that any international travelers arriving in Brazil stay in isolation for 7 days, only if they show any symptoms ", Sources ,"Brazil: As of 19 March, all land borders with neighbouring countries of Brazil, except Uruguay, are closed. These countries include: Argentina, Bolivia, Colombia, Guyana, French Guyana, Paraguay, Peru, Suriname, and Venezuela. Brazilian nationals and residents are exempt from these restrictions, as well as humanitarian aid and cargo trucks. Effective March 23 and for the next 30 days, travelers coming from China, EU, UK, Ireland, Switzerland, Iceland, Norway, Australia, Japan, Malaysia and Korea (Rep.) are not allowed entry. Exceptions include: Citizens and residents, family members of Brazilians, diplomtas and persons traveling on behalf of the Brazilian government. All-cargo operations are permitted. Airlines must deliver the General Declaration for all international flights arriving to Brazil to the airport´s health authority. Ministry of Health recommended that any international travelers arriving in Brazil stay in isolation for 7 days, only if they show any symptoms Source: Sources Published on 20.03"
144,Cambodia,Cambodia,20.03.2020,2020-03-20,20200320,12.715562483744348,104.90280426744647," 1. Passengers arriving from France, Germany, Iran, Italy, Spain or USA are not allowed to enter Cambodia. - This does not apply to nationals and residents of Cambodia. 2. Nationals and residents of Cambodia, diplomats and officials of foreign embassies and international organizations and their family members who have a Diplomatic Visa Type A and Official Visa Type B who live or have been in France, Germany, Iran, Italy, Spain or USA in the past 14 days will be quarantine for 14 days. - This does not apply to airline crew. ", https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,"Cambodia: 1. Passengers arriving from France, Germany, Iran, Italy, Spain or USA are not allowed to enter Cambodia. - This does not apply to nationals and residents of Cambodia. 2. Nationals and residents of Cambodia, diplomats and officials of foreign embassies and international organizations and their family members who have a Diplomatic Visa Type A and Official Visa Type B who live or have been in France, Germany, Iran, Italy, Spain or USA in the past 14 days will be quarantine for 14 days. - This does not apply to airline crew. Source: https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 20.03"
145,Canada,Canada,20.03.2020,2020-03-20,20200320,61.376462801348815,-98.29390427187936," 1. Passengers who have been outside of Canada or USA in the past 14 days, are not allowed to enter Canada. - This does not apply to nationals of Canada and their immediate family members. - This does not apply to permanent residents of Canada and their immediate family members. - This does not apply to diplomats. - This does not apply to airline crew. - This does not apply to the following passengers a. Person registered as an Indian under the Indian Act; b. Person authorized in writing by a consular officer of the government of Canada to come to Canada to reunite with immediate family members; c. Person who is exempt from the requirements to obtain a temporary resident visa under paragraph 190 (2)(a) of the Immigration and Refugee Protection Regulations, and their immediate family members; d. Person who enters Canada at the invitation of the Minister of Health for the purpose of assisting in the COVID-19 response; e. Person who arrives by means of an aircraft operated by Canadian Forces or the Department of National Defence; f. Member of the Canadian Forces or a visiting force, as defined in section 2 of the Visiting Forces Act, and their immediate family members; g. Protected person, under section 95 (2) of the Immigration and Refugee Protection Act; h. French citizen who resides in Saint-Pierre-et-Miquelon who has not been outside Saint-Pierre-et-Miquelon / Canada / U.S. in the last 14 days; i. Person or class of persons that the Chief Public Health Officer, appointed under subsection 6 (1) of the Public Health Agency of Canada Act, determines does not pose a risk of significant harm to public health or who will provide an essential service while in Canada; j. Person whom the Minister of Foreign Affairs, the Minister of Citizenship and Immigration or the Minister of Public Safety and Emergency Preparedness determines their presence is in the national interest. 2. Passengers with Coronavirus (COVID-19) symptoms are not allowed to travel to Canada until - they have waited for a period of 14 days; or - they can present a medical certificate that confirms the patient is free from the Coronavirus (COVID-19). 3. Passengers are required to self-isolate for a period of 14 days upon arrival at their final destination in Canada. 4. Passengers who were in the cruise ship 'Diamond Princess' are subject to a mandatory 14-day isolation at a quarantine facility upon arrival in Canada. The Canada-US border will be closed to non-essential travel (i.e. recreation and tourism). It is unclear when the measure will take effect or how long it will last. However, essential travel and all freight transportation will be permitted throughout. ", https://www.iata.org/contentassets/95954f457b0e4316aea2d4631ebaa003/canada-ncov-measures.pdf https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Canada: 1. Passengers who have been outside of Canada or USA in the past 14 days, are not allowed to enter Canada. - This does not apply to nationals of Canada and their immediate family members. - This does not apply to permanent residents of Canada and their immediate family members. - This does not apply to diplomats. - This does not apply to airline crew. - This does not apply to the following passengers: a. Person registered as an Indian under the Indian Act; b. Person authorized in writing by a consular officer of the government of Canada to come to Canada to reunite with immediate family members; c. Person who is exempt from the requirements to obtain a temporary resident visa under paragraph 190 (2)(a) of the Immigration and Refugee Protection Regulations, and their immediate family members; d. Person who enters Canada at the invitation of the Minister of Health for the purpose of assisting in the COVID-19 response; e. Person who arrives by means of an aircraft operated by Canadian Forces or the Department of National Defence; f. Member of the Canadian Forces or a visiting force, as defined in section 2 of the Visiting Forces Act, and their immediate family members; g. Protected person, under section 95 (2) of the Immigration and Refugee Protection Act; h. French citizen who resides in Saint-Pierre-et-Miquelon who has not been outside Saint-Pierre-et-Miquelon / Canada / U.S. in the last 14 days; i. Person or class of persons that the Chief Public Health Officer, appointed under subsection 6 (1) of the Public Health Agency of Canada Act, determines does not pose a risk of significant harm to public health or who will provide an essential service while in Canada; j. Person whom the Minister of Foreign Affairs, the Minister of Citizenship and Immigration or the Minister of Public Safety and Emergency Preparedness determines their presence is in the national interest. 2. Passengers with Coronavirus (COVID-19) symptoms are not allowed to travel to Canada until: - they have waited for a period of 14 days; or - they can present a medical certificate that confirms the patient is free from the Coronavirus (COVID-19). 3. Passengers are required to self-isolate for a period of 14 days upon arrival at their final destination in Canada. 4. Passengers who were in the cruise ship 'Diamond Princess' are subject to a mandatory 14-day isolation at a quarantine facility upon arrival in Canada. The Canada-US border will be closed to non-essential travel (i.e. recreation and tourism). It is unclear when the measure will take effect or how long it will last. However, essential travel and all freight transportation will be permitted throughout. Source: https://www.iata.org/contentassets/95954f457b0e4316aea2d4631ebaa003/canada-ncov-measures.pdf https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
146,Cape Verde,Cabo Verde,20.03.2020,2020-03-20,20200320,15.936140242230135,-23.967239766336352," International restrictions ›A form to be filled out is distributed to travellers coming from the areas most at risk. ›From 18 March, all air links with the EU, Nigeria, Brazil, Senegal and the US have been suspended for three weeks. ›Cabo Verde Airlines suspends all operations from 18 March for 30 days. ›Passenger and cruise ships are barred from docking at all ports. ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Cape Verde: International restrictions: ›A form to be filled out is distributed to travellers coming from the areas most at risk. ›From 18 March, all air links with the EU, Nigeria, Brazil, Senegal and the US have been suspended for three weeks. ›Cabo Verde Airlines suspends all operations from 18 March for 30 days. ›Passenger and cruise ships are barred from docking at all ports. Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
147,Cayman Islands,Cayman Is.,20.03.2020,2020-03-20,20200320,19.426331163817974,-80.87702589066555," 1. Passengers are not allowed to enter Cayman Isl. - This does not apply to nationals and residents of Cayman Isl. - This does not apply to passengers arriving from the United Kingdom. 2. Nationals and residents of Cayman Isl. will be isolated for 14 days. 3. Passengers arriving from the United Kingdom will be isolated for 14 days. Beginning 22 March, both international airports (Owen Roberts International Airport on Grand Cayman and Charles Kirkconnell International Airport on Cayman Brac) will close to all international flights for three weeks. ", https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm ,"Cayman Islands: 1. Passengers are not allowed to enter Cayman Isl. - This does not apply to nationals and residents of Cayman Isl. - This does not apply to passengers arriving from the United Kingdom. 2. Nationals and residents of Cayman Isl. will be isolated for 14 days. 3. Passengers arriving from the United Kingdom will be isolated for 14 days. Beginning 22 March, both international airports (Owen Roberts International Airport on Grand Cayman and Charles Kirkconnell International Airport on Cayman Brac) will close to all international flights for three weeks. Source: https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Published on 20.03"
148,Chad,Chad,20.03.2020,2020-03-20,20200320,15.333078105061867,18.646251114002155," The Government of Chad has announced that the N’Djamena International Airport will close for all passenger flights for two weeks beginning at 2359 Wednesday 18 March. Commercial flights suspended (Including UNHAS). Travellers from high risk countries for COVID-19, including China, France, Iran, Italy and South Korea, and will be screened upon arrival in-country and depending on the case, could be requested to self-quarantine or be put into containment for 14 days. Travellers can request to be quarantined at their expenses in a local hotel. Road borders with Cameroon and Nigeria are closed until further notice. Land borders remain open, except with Sudan and CAR. ", https://www.osac.gov/Content/Report/1c6630e9-150e-4c67-997e-18387db7883a and UNHAS https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Chad: The Government of Chad has announced that the N’Djamena International Airport will close for all passenger flights for two weeks beginning at 23:59 Wednesday 18 March. Commercial flights suspended (Including UNHAS). Travellers from high risk countries for COVID-19, including China, France, Iran, Italy and South Korea, and will be screened upon arrival in-country and depending on the case, could be requested to self-quarantine or be put into containment for 14 days. Travellers can request to be quarantined at their expenses in a local hotel. Road borders with Cameroon and Nigeria are closed until further notice. Land borders remain open, except with Sudan and CAR. Source: https://www.osac.gov/Content/Report/1c6630e9-150e-4c67-997e-18387db7883a and UNHAS https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
149,Bosnia and Herzegovina,Bosnia and Herz.,20.03.2020,2020-03-20,20200320,44.29486623724412,17.478921365473084," The Government of Bosnia and Herzegovina has implemented enhanced screening and quarantine measures to reduce the spread of COVID-19. Travelers should be prepared for travel restrictions to be put into effect with little or no advance notice. U.S. citizens who are considering returning to the United States are urged to work with their airlines to make travel arrangements while flights are still available. Bosnia has barred admission to travelers who have recently visited China, South Korea, Japan, Italy, Iran, France, Romania, Germany, Austria, Spain, Switzerland, and Belgium. Visit the website of the Council of Ministers of Bosnia and Herzegovina for additional information on these measures. The Border Police and BIHAMK are regularly updating information on border closings. The entity-level governments of the Federation and the Republika Srpska have also implemented measures to limit the spread of COVID-19. Visit the webpages of the Republika Srpska and the Federation of BiH’s Crisis Staff Headquarters for updated information. ", https://www.osac.gov/Content/Report/cdabf934-ceed-421b-8fcd-183c7ce0975a ,"Bosnia and Herzegovina: The Government of Bosnia and Herzegovina has implemented enhanced screening and quarantine measures to reduce the spread of COVID-19. Travelers should be prepared for travel restrictions to be put into effect with little or no advance notice. U.S. citizens who are considering returning to the United States are urged to work with their airlines to make travel arrangements while flights are still available. Bosnia has barred admission to travelers who have recently visited China, South Korea, Japan, Italy, Iran, France, Romania, Germany, Austria, Spain, Switzerland, and Belgium. Visit the website of the Council of Ministers of Bosnia and Herzegovina for additional information on these measures. The Border Police and BIHAMK are regularly updating information on border closings. The entity-level governments of the Federation and the Republika Srpska have also implemented measures to limit the spread of COVID-19. Visit the webpages of the Republika Srpska and the Federation of BiH’s Crisis Staff Headquarters for updated information. Source: https://www.osac.gov/Content/Report/cdabf934-ceed-421b-8fcd-183c7ce0975a Published on 20.03"
150,Gibraltar,Gibraltar,20.03.2020,2020-03-20,20200320,36.129463670446626,-5.346700323777913," ›There are still no restrictions or ban to travel from/to Gibraltar. Airport operations remain functional. However, local authorities have advised to avoid crossing La Verja – La Linea de la Concepcion (Cadiz, mainland Spain) by foot or vehicle due to the state of emergency currently in place in Spain. ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Gibraltar: ›There are still no restrictions or ban to travel from/to Gibraltar. Airport operations remain functional. However, local authorities have advised to avoid crossing La Verja – La Linea de la Concepcion (Cadiz, mainland Spain) by foot or vehicle due to the state of emergency currently in place in Spain. Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
151,Costa Rica,Costa Rica,20.03.2020,2020-03-20,20200320,9.9733095107908,-84.19359752180434," Effective 19 March 2020 to 12 April 1. Passengers are not allowed to enter Costa Rica. - This does not apply to nationals of Costa Rica. - This does not apply to passengers who reside in Costa Rica.  2. Nationals and residents of Costa Rica will be required to be in isolation for a period of 14 days upon returning from abroad. Travellers will still be allowed to transit through Costa Rica’s airports while new restrictions are in effect. There are currently no known restrictions on individuals seeking to depart the country. Airport Entry / Exit Enhanced screening measures at ports of entry, especially for travellers who have visited China, Iran, Italy and South Korea. ", https://www.iata.org/contentassets/0a13a1c43c1a4e23b4fe3d5fe63b1d9b/costa-rica-ncov-measures.pdf https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Costa Rica: Effective 19 March 2020 to 12 April: 1. Passengers are not allowed to enter Costa Rica. - This does not apply to nationals of Costa Rica. - This does not apply to passengers who reside in Costa Rica.  2. Nationals and residents of Costa Rica will be required to be in isolation for a period of 14 days upon returning from abroad. Travellers will still be allowed to transit through Costa Rica’s airports while new restrictions are in effect. There are currently no known restrictions on individuals seeking to depart the country. Airport Entry / Exit: Enhanced screening measures at ports of entry, especially for travellers who have visited China, Iran, Italy and South Korea. Source: https://www.iata.org/contentassets/0a13a1c43c1a4e23b4fe3d5fe63b1d9b/costa-rica-ncov-measures.pdf https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
152,Guatemala,Guatemala,20.03.2020,2020-03-20,20200320,15.695984559539976,-90.36015249420389," Inbound restrictions ›Border closure for all foreign travellers from 17 March until 2 April. Guatemalan nationals and residents and accredited diplomats will be permitted entry via land crossing only; however, they will be subject to mandatory self-quarantine. ›All arrival flights were suspended at 23.59 (LT) on 16 March. ›All citizens of Canada, China, Costa Rica, Europe, Honduras, Iran, Mexico, North Korea, Panama, South Korea and the US will be denied entry. Which countries in Europe are included in the restriction have not been announced. ›Travellers arriving from Italy may be quarantined for 14 days. ›Citizens will be interviewed, evaluated, and transferred to isolation, if required. ›Guatemalan citizens arriving from Europe will be quarantined for seven days at Villa Nueva hospital in the capital if presenting symptoms, or required to self-quarantine for the same period of time if asymptomatic. European citizens will be denied entry as of 12 March. Airport Entry Temperature screening upon arrival. Health form required upon landing. ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://www.iata.org/contentassets/6b150645808e42518da755ce4c1bf1ca/guatemala-ncov-measures.pdf ,"Guatemala: Inbound restrictions: ›Border closure for all foreign travellers from 17 March until 2 April. Guatemalan nationals and residents and accredited diplomats will be permitted entry via land crossing only; however, they will be subject to mandatory self-quarantine. ›All arrival flights were suspended at 23.59 (LT) on 16 March. ›All citizens of Canada, China, Costa Rica, Europe, Honduras, Iran, Mexico, North Korea, Panama, South Korea and the US will be denied entry. Which countries in Europe are included in the restriction have not been announced. ›Travellers arriving from Italy may be quarantined for 14 days. ›Citizens will be interviewed, evaluated, and transferred to isolation, if required. ›Guatemalan citizens arriving from Europe will be quarantined for seven days at Villa Nueva hospital in the capital if presenting symptoms, or required to self-quarantine for the same period of time if asymptomatic. European citizens will be denied entry as of 12 March. Airport Entry: Temperature screening upon arrival. Health form required upon landing. Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://www.iata.org/contentassets/6b150645808e42518da755ce4c1bf1ca/guatemala-ncov-measures.pdf Published on 20.03"
153,Liberia,Liberia,20.03.2020,2020-03-20,20200320,6.452232554622568,-9.319863993263365," Brussels Airlines to temporarily suspend all its flights between 21 March and 20 April. People from the following countries are quarantined 1. China, 2. Italy, 3. Iran, 4. South Korean 5. Spain 6.Germany 7. France 8. USA 9. UK 10. Switzerland 11. Norway 12. Sweden 13. Belgium 14. Qatar 15. Malaysia 16. Singapore 17. Bahrain 18. Australia. Last flight to Brussels reportedly departed 19 March. Kenya Airways and Ethiopian Airlines are expected to reduce or stop flying in the coming days. ASKY is reportedly still operating. ", https://frontpageafricaonline.com/front-slider/liberia-grossly-affected-by-cancellation-of-international-flights/ ,"Liberia: Brussels Airlines to temporarily suspend all its flights between 21 March and 20 April. People from the following countries are quarantined: 1. China, 2. Italy, 3. Iran, 4. South Korean 5. Spain 6.Germany 7. France 8. USA 9. UK 10. Switzerland 11. Norway 12. Sweden 13. Belgium 14. Qatar 15. Malaysia 16. Singapore 17. Bahrain 18. Australia. Last flight to Brussels reportedly departed 19 March. Kenya Airways and Ethiopian Airlines are expected to reduce or stop flying in the coming days. ASKY is reportedly still operating. Source: https://frontpageafricaonline.com/front-slider/liberia-grossly-affected-by-cancellation-of-international-flights/ Published on 20.03"
154,Libya,Libya,20.03.2020,2020-03-20,20200320,27.030277975663324,18.00960512113814," International restrictions ›The internationally-recognised Tripoli-based Government of National Accord (GNA) declared a state of emergency and announced the closure of all air and ground ports of entry for three weeks starting on 16 March. Foreign nationals will be able to depart through Misrata International Airport (Misrata district; MRA), though they will be unable to board inbound flights. The capital Tripoli’s Mitiga International Airport (MJI) has been closed to air traffic due to shelling since 2 March. ›The Tobruk-based government announced a ban for all foreign nationals attempting to enter via Benina International Airport (Benina; BEN); foreign nationals currently in Libya however are able to depart through the facility. ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Libya: International restrictions: ›The internationally-recognised Tripoli-based Government of National Accord (GNA) declared a state of emergency and announced the closure of all air and ground ports of entry for three weeks starting on 16 March. Foreign nationals will be able to depart through Misrata International Airport (Misrata district; MRA), though they will be unable to board inbound flights. The capital Tripoli’s Mitiga International Airport (MJI) has been closed to air traffic due to shelling since 2 March. ›The Tobruk-based government announced a ban for all foreign nationals attempting to enter via Benina International Airport (Benina; BEN); foreign nationals currently in Libya however are able to depart through the facility. Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
155,Madagascar,Madagascar,20.03.2020,2020-03-20,20200320,-19.373167530006707,46.705998313348694," International restrictions ›All international and regional flights will be suspended from 20 March for a period of 30 days. Until then, all travellers arriving on direct flights from countries considered high-risk due to the outbreak, including France, will have to undergo 14 days of quarantine or self-isolation upon arrival. ›All foreign travellers who have been to Italy, South Korea, China and Iran within 14 days prior to arrival in the country continue to be denied entry. The restrictions don't apply to permanent residents. ›All international flights, regardless of origin, are currently landing at the capital Antananarivo’s Ivato International Airport (TNR). ›No cruise ships can dock until further notice. ›Air Austral ›All flights from / to the airports of the Malagasy Provinces - Nosy Be, Tamatave, Majunga, Diego, Tuléar, Fort Dauphin- are suspended from 16 March to 18 April. ›All flights from / to l Antananarivo Airport are suspended from 20 March to 18 April. ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Madagascar: International restrictions: ›All international and regional flights will be suspended from 20 March for a period of 30 days. Until then, all travellers arriving on direct flights from countries considered high-risk due to the outbreak, including France, will have to undergo 14 days of quarantine or self-isolation upon arrival. ›All foreign travellers who have been to Italy, South Korea, China and Iran within 14 days prior to arrival in the country continue to be denied entry. The restrictions don't apply to permanent residents. ›All international flights, regardless of origin, are currently landing at the capital Antananarivo’s Ivato International Airport (TNR). ›No cruise ships can dock until further notice. ›Air Austral: ›All flights from / to the airports of the Malagasy Provinces - Nosy Be, Tamatave, Majunga, Diego, Tuléar, Fort Dauphin- are suspended from 16 March to 18 April. ›All flights from / to l Antananarivo Airport are suspended from 20 March to 18 April. Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
156,Malaysia,Malaysia,20.03.2020,2020-03-20,20200320,3.79239278856246,109.69886863661308," ternational restrictions ›The restrictions under the ‘Movement Control Order’, which is in effect till at least 31 March, ban all foreigners from entering the country. For foreign long-term pass holders, only those working in the country’s essential services sector will be allowed entry - they must obtain a letter of confirmation from their employers and liaise with the Malaysian Immigration Department. ›Holders of Expatriate Pass, Student Pass, Dependent Pass, Temporary Work Pass and MM2H Pass are not allowed to enter Malaysia during this period. ›The Order also bans all Malaysian citizens from leaving the country, including those working in neighbouring countries such as Singapore and Thailand. ›All Malaysian citizens and permanent residents are banned from leaving the country. ›Malaysian citizens and long-term pass holders returning to Malaysia will be subject to a health inspection and 14-day quarantine. ›Foreign travellers will be allowed to leave Malaysia after 18 March. ›Passengers transiting in Malaysia will be allowed to do so as long as they do not need to clear immigration to board their connecting flight. ›Inter-terminal transit between KLIA to Klia2 is not possible during this time. ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Malaysia: ternational restrictions: ›The restrictions under the ‘Movement Control Order’, which is in effect till at least 31 March, ban all foreigners from entering the country. For foreign long-term pass holders, only those working in the country’s essential services sector will be allowed entry - they must obtain a letter of confirmation from their employers and liaise with the Malaysian Immigration Department. ›Holders of Expatriate Pass, Student Pass, Dependent Pass, Temporary Work Pass and MM2H Pass are not allowed to enter Malaysia during this period. ›The Order also bans all Malaysian citizens from leaving the country, including those working in neighbouring countries such as Singapore and Thailand. ›All Malaysian citizens and permanent residents are banned from leaving the country. ›Malaysian citizens and long-term pass holders returning to Malaysia will be subject to a health inspection and 14-day quarantine. ›Foreign travellers will be allowed to leave Malaysia after 18 March. ›Passengers transiting in Malaysia will be allowed to do so as long as they do not need to clear immigration to board their connecting flight. ›Inter-terminal transit between KLIA to Klia2 is not possible during this time. Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
157,Malta,Malta,20.03.2020,2020-03-20,20200320,35.92102698700664,14.403754031434115," International restrictions ›All travel linked with Italy has been suspended from 10 March, this includes boats, ferries, flights as well as goods transport. ›All flights with France, Germany, Spain and Switzerland have been suspended. ›All travellers arriving into the country will be required self-quarantine for 14 days. However, from 21 March onwards and until further notice, all inbound flights will be suspended. The ban does not apply to ferry flights, cargo flights, humanitarian flights and repatriation flights. The authorities may in special cases exempt individual flights. The authorities may in special cases exempt individual flights. ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Malta: International restrictions: ›All travel linked with Italy has been suspended from 10 March, this includes boats, ferries, flights as well as goods transport. ›All flights with France, Germany, Spain and Switzerland have been suspended. ›All travellers arriving into the country will be required self-quarantine for 14 days. However, from 21 March onwards and until further notice, all inbound flights will be suspended. The ban does not apply to ferry flights, cargo flights, humanitarian flights and repatriation flights. The authorities may in special cases exempt individual flights. The authorities may in special cases exempt individual flights. Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
158,Marshall Islands,Marshall Is.,20.03.2020,2020-03-20,20200320,7.114465335461144,170.09952781208193," International restrictions ›The government has announced a “total suspension” of international travellers coming into the Marshall Islands until 5 April. ›10 countries have been placed on its “no fly” list (from which all travellers are banned from entering) – these are China, France, Germany, Hong Kong, Iran, Italy, Japan, Macao, South Korea and Spain. ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Marshall Islands: International restrictions: ›The government has announced a “total suspension” of international travellers coming into the Marshall Islands until 5 April. ›10 countries have been placed on its “no fly” list (from which all travellers are banned from entering) – these are China, France, Germany, Hong Kong, Iran, Italy, Japan, Macao, South Korea and Spain. Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
159,Mauritania,Mauritania,20.03.2020,2020-03-20,20200320,20.25621812810634,-10.343397852205834," International restrictions ›All commercial flights are suspended from 17 March until further notice. ›All travellers arriving in the country will be quarantined for 14 days. ›People in direct contact with someone who tested positive will be quarantined. ›All unnecessary gatherings are prohibited. ›A number of border crossing have been closed with screening measures deployed to the crossings that remain open at Bir 75 (Wilaya Tiris Zemour), Boghé (Wilaya Brakna), Rosso (Wilaya Trarza), Douinkara (Fassala, Wilaya Hodh Echarghi), Gougui Zemal (Wilaya Hodh El Gharbi), Gouraye (Wilaya Of Guidimagha), Kaedi (Wilaya Gorgol) and PK 55 (Wilaya D. Nouadhibou). ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Mauritania: International restrictions: ›All commercial flights are suspended from 17 March until further notice. ›All travellers arriving in the country will be quarantined for 14 days. ›People in direct contact with someone who tested positive will be quarantined. ›All unnecessary gatherings are prohibited. ›A number of border crossing have been closed with screening measures deployed to the crossings that remain open at: Bir 75 (Wilaya Tiris Zemour), Boghé (Wilaya Brakna), Rosso (Wilaya Trarza), Douinkara (Fassala, Wilaya Hodh Echarghi), Gougui Zemal (Wilaya Hodh El Gharbi), Gouraye (Wilaya Of Guidimagha), Kaedi (Wilaya Gorgol) and PK 55 (Wilaya D. Nouadhibou). Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
160,Monaco,Monaco,20.03.2020,2020-03-20,20200320,43.73984618741343,7.398974324824818," Internal restrictions ›From 18 March all movements should be restricted to minimum necessary (work related reasons, essential shopping, medical reasons, imperative family reasons and lone sports activities in the vicinity of home). ", https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Monaco: Internal restrictions: ›From 18 March all movements should be restricted to minimum necessary (work related reasons, essential shopping, medical reasons, imperative family reasons and lone sports activities in the vicinity of home). Source: https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
161,Mongolia,Mongolia,20.03.2020,2020-03-20,20200320,46.82580606606716,103.05628666206488," 1. Not to receive foreign nationals to Mongolia starting from 16 March 2020. - This does not apply to nationals of Mongolia. - This does not apply to residents of Mongolia who are direct family members of a national of Mongolia. 2. Nationals of Mongolia will be placed in quarantine for 14 days. 3. Residents of Mongolia who are direct family members of a national of Mongolia will be placed in quarantine for 14 days. All ports, including pedestrian and private vehicles border crossings, are closed. Border crossings are expected to be closed until at least 30 March. ", https://www.iata.org/contentassets/ac033e419e484f518079d0b26f108579/mongolia-ncov-measures.pdf https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening ,"Mongolia: 1. Not to receive foreign nationals to Mongolia starting from 16 March 2020. - This does not apply to nationals of Mongolia. - This does not apply to residents of Mongolia who are direct family members of a national of Mongolia. 2. Nationals of Mongolia will be placed in quarantine for 14 days. 3. Residents of Mongolia who are direct family members of a national of Mongolia will be placed in quarantine for 14 days. All ports, including pedestrian and private vehicles border crossings, are closed. Border crossings are expected to be closed until at least 30 March. Source: https://www.iata.org/contentassets/ac033e419e484f518079d0b26f108579/mongolia-ncov-measures.pdf https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening Published on 20.03"
